Service,Function,Method,UrlRef,File
"BusinessProcessService","detailTimerStartEvent","GET","`${urlsApi.businessProcess.detailTimerStartEvent}?nodeId=${id}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","detailUserTask","GET","`${urlsApi.businessProcess.detailUserTask}?nodeId=${id}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","detailVariableDeclare","GET","`${urlsApi.businessProcess.detailVariableDeclare}?id=${id}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","exportDataProcess","POST","urlsApi.businessProcess.exportDataProcess","src/services/BusinessProcessService.ts"
"BusinessProcessService","getArtifactMetadata","GET","`${urlsApi.businessProcess.getArtifactMetadata}?id=${id}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","getBpmFormDataByNodeId","GET","`${urlsApi.businessProcess.getBpmFormDataByNodeId}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","getDataForm","GET","`${urlsApi.businessProcess.getDataForm}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","getDetailDiagram","GET","`${urlsApi.businessProcess.getDetailDiagram}?id=${id}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","getProcessedObjectLog","GET","`${urlsApi.businessProcess.getProcessedObjectLog}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","getTimer","GET","`${urlsApi.businessProcess.getTimer}?nodeId=${id}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","getUrlExportDataProcess","GET","`${urlsApi.businessProcess.getUrlExportDataProcess}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","importDataProcess","POST","urlsApi.businessProcess.importDataProcess","src/services/BusinessProcessService.ts"
"BusinessProcessService","list","GET","`${urlsApi.businessProcess.list}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listArtifactMetadata","GET","`${urlsApi.businessProcess.listArtifactMetadata}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listBpmForm","GET","`${urlsApi.businessProcess.listBpmForm}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listBpmFormData","GET","`${urlsApi.businessProcess.listBpmFormData}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listBpmFormGlobal","GET","`${urlsApi.businessProcess.listBpmFormGlobal}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listBpmFormMapping","GET","`${urlsApi.businessProcess.listBpmFormMapping}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listBpmTrigger","GET","`${urlsApi.businessProcess.listBpmTrigger}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listCompensationRef","GET","`${urlsApi.businessProcess.getCompensationRef}?processId=${processId}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listHistoryOLA","GET","`${urlsApi.businessProcess.listHistoryOLA}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listLinkFrom","GET","`${urlsApi.businessProcess.listLinkForm}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listLinkTo","GET","`${urlsApi.businessProcess.listLinkTo}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listNodeHistory","GET","`${urlsApi.businessProcess.listNodeHistory}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listServiceLevel","GET","`${urlsApi.businessProcess.listServiceLevel}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listStates","GET","`${urlsApi.businessProcess.listState}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listStep","GET","`${urlsApi.businessProcess.listStep}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listVariableDeclare","GET","`${urlsApi.businessProcess.listVariableDeclare}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listVariableDeclareGlobal","GET","`${urlsApi.businessProcess.listVariableDeclareGlobal}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listVariableInstance","GET","`${urlsApi.businessProcess.listVariableInstance}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listWorkFlow","GET","`${urlsApi.businessProcess.listWorkflow}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","listWorkflowCloud","GET","`${urlsApi.businessProcess.listWorkflowCloud}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","onConfirmRecall","GET","`${urlsApi.businessProcess.confirmWorkRecall}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","onContinue","GET","`${urlsApi.businessProcess.onContinue}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","onGetErrorLog","GET","`${urlsApi.businessProcess.getErrorLogData}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","onholdProcessedObjectLog","POST","urlsApi.businessProcess.onholdProcessedObjectLog","src/services/BusinessProcessService.ts"
"BusinessProcessService","onPollCheckResult","GET","`${urlsApi.businessProcess.onCheckWorkResult}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","onWorkRecall","GET","`${urlsApi.businessProcess.onWorkRecall}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","processedObjectLog","GET","`${urlsApi.businessProcess.processedObjectLog}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","processedObjectLogPage","GET","`${urlsApi.businessProcess.processedObjectLogPage}${convertParamsToString(params)}`","src/services/BusinessProcessService.ts"
"BusinessProcessService","purchaseRequestApprove","POST","urlsApi.businessProcess.purchaseRequestApprove","src/services/BusinessProcessService.ts"
"BusinessProcessService","purchaseRequestDraft","POST","urlsApi.businessProcess.purchaseRequestDraft","src/services/BusinessProcessService.ts"
"BusinessProcessService","receiveProcessedObjectLog","POST","urlsApi.businessProcess.receiveProcessedObjectLog","src/services/BusinessProcessService.ts"
"BusinessProcessService","saveDiagram","POST","urlsApi.businessProcess.saveDiagram","src/services/BusinessProcessService.ts"
"BusinessProcessService","update","POST","urlsApi.businessProcess.update","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateArtifactMetadata","POST","urlsApi.businessProcess.updateArtifactMetadata","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateBpmObject","POST","urlsApi.businessProcess.updateBpmObject","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateBpmParticipant","POST","urlsApi.businessProcess.updateBpmParticipant","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateBusinessRuleTask","POST","urlsApi.businessProcess.updateBusinessRuleTask","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateBusinessRuleTaskAdvance","POST","urlsApi.businessProcess.updateBusinessRuleTaskAdvance","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateBusinessRuleTaskComplex","POST","urlsApi.businessProcess.updateBusinessRuleTaskComplex","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateCallActivityTask","POST","urlsApi.businessProcess.updateCallActivityTask","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateCompensationEndEvent","POST","urlsApi.businessProcess.updateCompensationEndEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateCompensationIntermediateThrowEvent","POST","urlsApi.businessProcess.updateCompensationIntermediateThrowEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateComplexGateway","POST","urlsApi.businessProcess.updateComplexGateway","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateConditionalCatchEventTask","POST","urlsApi.businessProcess.updateConditionalCatchEventTask","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateConditionalStartEvent","POST","urlsApi.businessProcess.updateConditionalStartEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateEndMessageEvent","POST","urlsApi.businessProcess.updateEndMessageEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateEndTaskEvent","POST","urlsApi.businessProcess.updateEndTaskEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateErrorEndEvent","POST","urlsApi.businessProcess.updateErrorEndEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateErrorStartEvent","POST","urlsApi.businessProcess.updateErrorStartEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateEscalationEndEvent","POST","urlsApi.businessProcess.updateEscalationIntermediateThrowEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateEscalationIntermediateThrowEvent","POST","urlsApi.businessProcess.updateEscalationIntermediateThrowEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateEscalationStartEvent","POST","urlsApi.businessProcess.updateEscalationStartEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateExclusiveGateway","POST","urlsApi.businessProcess.updateExclusiveGateway","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateHandleTask","POST","urlsApi.businessProcess.updateHandleTask","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateHandleTaskDraft","POST","urlsApi.businessProcess.updateHandleTaskDraft","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateHandleTaskInit","POST","urlsApi.businessProcess.updateHandleTaskInit","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateHistoryOLA","POST","urlsApi.businessProcess.updateHistoryOLA","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateInclusiveGateway","POST","urlsApi.businessProcess.updateInclusiveGateway","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateLinkCatchEventTask","POST","urlsApi.businessProcess.updateLinkCatchEventTask","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateLinkNode","POST","urlsApi.businessProcess.updateLinkNode","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateManualTask","POST","urlsApi.businessProcess.updateManualTask","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateMessageIntermediateCatchEvent","POST","urlsApi.businessProcess.updateMessageIntermediateCatchEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateMessageIntermediateThrowEvent","POST","urlsApi.businessProcess.updateMessageIntermediateThrowEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateParallelGateway","POST","urlsApi.businessProcess.updateParallelGateway","src/services/BusinessProcessService.ts"
"BusinessProcessService","updatePickMode","POST","urlsApi.businessProcess.updatePickMode","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateReceiveTask","POST","urlsApi.businessProcess.updateReceiveTask","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateScriptTask","POST","urlsApi.businessProcess.updateScriptTask","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateSendTask","POST","urlsApi.businessProcess.updateSendTask","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateServiceLevel","POST","urlsApi.businessProcess.updateServiceLevel","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateServiceTask","POST","urlsApi.businessProcess.updateServiceTask","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateSignalEndEvent","POST","urlsApi.businessProcess.updateSignalEndEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateSignalIntermediateCatchEvent","POST","urlsApi.businessProcess.updateSignalIntermediateCatchEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateSignalIntermediateThrowEvent","POST","urlsApi.businessProcess.updateSignalIntermediateThrowEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateSignalStartEvent","POST","urlsApi.businessProcess.updateSignalStartEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateSLA","POST","urlsApi.businessProcess.updateSLA","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateStartMessageEvent","POST","urlsApi.businessProcess.updateStartMessageEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateStartTaskEvent","POST","urlsApi.businessProcess.updateStartTaskEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateState","POST","urlsApi.businessProcess.updateState","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateStep","POST","urlsApi.businessProcess.updateStep","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateSubprocess","POST","urlsApi.businessProcess.updateSubprocess","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateTerminateEndEvent","POST","urlsApi.businessProcess.updateTerminateEndEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateTimer","POST","urlsApi.businessProcess.updateTimer","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateTimerIntermediateCatchEvent","POST","urlsApi.businessProcess.updateTimerIntermediateCatchEvent","src/services/BusinessProcessService.ts"
"BusinessProcessService","updateTimerStartEvent","POST","urlsApi.businessProcess.updateTimerStartEvent","src/services/BusinessProcessService.ts"
