Url,Module,FE_Service,FE_Action
/adminapi/paymentHistory/delete,paymentHistory,PaymentHistoryService.ts,delete
/adminapi/paymentHistory/list,paymentHistory,PaymentHistoryService.ts,filter
/adminapi/paymentHistory/update,paymentHistory,PaymentHistoryService.ts,update
/adminapi/permission/clone,permission,PermissionService.ts,permissionClone
/adminapi/pom/delete,pom,unknown,delete
/adminapi/pom/get,pom,unknown,detail
/adminapi/pom/list,pom,unknown,list
/adminapi/pom/list/invoice,pom,unknown,lstPomSales
/adminapi/pom/update,pom,unknown,update
/adminapi/process-permission/delete,process-permission,ManageDefaultProcessesService.ts,delete
/adminapi/process-permission/get,process-permission,ManageDefaultProcessesService.ts,detail
/adminapi/process-permission/list,process-permission,ManageDefaultProcessesService.ts,list
/adminapi/process-permission/update,process-permission,ManageDefaultProcessesService.ts,update
/adminapi/product/in_warehouse,product,ProductService.ts,filterWarehouse
/adminapi/product/list/shared,product,ProductService.ts,listShared
/adminapi/product/update/content,product,ProductService.ts,updateContent
/adminapi/productAttribute/checkDuplicated,productAttribute,unknown,checkDuplicated
/adminapi/productAttribute/delete,productAttribute,unknown,delete
/adminapi/productAttribute/list,productAttribute,unknown,list
/adminapi/productAttribute/listAll,productAttribute,unknown,listAll
/adminapi/productAttribute/update,productAttribute,unknown,update
/adminapi/productExtraInfo/list,productExtraInfo,unknown,list
/adminapi/project/delete,project,unknown,delete
/adminapi/project/get,project,unknown,detail
/adminapi/project/list,project,unknown,list
/adminapi/project/update,project,unknown,update
/adminapi/projectType/get,projectType,CategoryProjectService.ts,detail
/adminapi/promotion/init-receive-task,promotion,EmailService.ts,sendEmailConfirm
/adminapi/promotion/list-active,promotion,PromotionService.ts,list
/adminapi/qrCode/get,qrCode,QrCodeService.ts,detail
/adminapi/quote/clone,quote,QuoteService.ts,cloneQuote
/adminapi/quote/delete,quote,QuoteService.ts,delete
/adminapi/quote/list,quote,QuoteService.ts,lst
/adminapi/quote/update,quote,QuoteService.ts,update
/adminapi/quote/update/status,quote,QuoteService.ts,updateStatus
/adminapi/quoteForm/delete,quoteForm,ProcessedObjectService.ts,quoteFormDelete
/adminapi/quoteForm/list,quoteForm,ProcessedObjectService.ts,quoteFormLst
/adminapi/quoteForm/update,quoteForm,ProcessedObjectService.ts,quoteFormUpdate
/adminapi/quoteForm/update/position,quoteForm,ProcessedObjectService.ts,quoteFormUpdatePostion
/adminapi/relationship/delete,relationship,RelationShipService.ts,delete
/adminapi/relationship/list,relationship,RelationShipService.ts,list
/adminapi/relationship/update,relationship,RelationShipService.ts,update
/adminapi/rentalType/delete,rentalType,unknown,delete
/adminapi/rentalType/get,rentalType,ReportChartService.ts,detail
/adminapi/rentalType/list,rentalType,unknown,list
/adminapi/rentalType/update,rentalType,unknown,update
/adminapi/reportArtifact/delete,reportArtifact,ReportChartService.ts,deleteReportArtifact
/adminapi/reportArtifact/list/byDashboard,reportArtifact,ReportChartService.ts,listArtifactByDashboard
/adminapi/reportArtifact/list/byEmployee,reportArtifact,ReportChartService.ts,listArtifactByEmployee
/adminapi/reportArtifact/update,reportArtifact,ReportChartService.ts,updateReportArtifact
/adminapi/reportDashboard/delete,reportDashboard,ReportChartService.ts,deleteReportDashboard
/adminapi/reportDashboard/update,reportDashboard,ReportChartService.ts,updateReportDashboard
/adminapi/reportRole/delete,reportRole,ReportChartService.ts,deleteReportRole
/adminapi/reportRole/update,reportRole,ReportChartService.ts,updateReportRole
/adminapi/requestPermission/delete,requestPermission,PermissionService.ts,deleteRequestPermission
/adminapi/requestPermission/list/source,requestPermission,PermissionService.ts,requestPermissionSource
/adminapi/requestPermission/list/target,requestPermission,PermissionService.ts,requestPermissionTarget
/adminapi/requestPermission/update,requestPermission,PermissionService.ts,updateRequestPermission
/adminapi/requestPermission/update/approved,requestPermission,PermissionService.ts,updateApprovePermission
/adminapi/requestPermission/update/rejected,requestPermission,PermissionService.ts,updateRejectPermission
/adminapi/resource/delete,resource,FunctionalManagementService.ts,delete
/adminapi/resource/get,resource,FunctionalManagementService.ts,detail
/adminapi/resource/list,resource,FunctionalManagementService.ts,list
/adminapi/resource/list_ex,resource,FunctionalManagementService.ts,freeResource
/adminapi/resource/update,resource,FunctionalManagementService.ts,update
/adminapi/role/list/branch,role,RoleService.ts,list_branch
/adminapi/role/update/parent,role,RoleService.ts,updateParent
/adminapi/rolePermission/add,rolePermission,unknown,permissionRoleAdd
/adminapi/rolePermission/info,rolePermission,unknown,rolePermission
/adminapi/rolePermission/remove,rolePermission,RolePermissionService.ts,permissionRoleDelete
/adminapi/saleflowActivity/list,saleflowActivity,unknown,activityList
/adminapi/saleflowApproach/get,saleflowApproach,unknown,detail
/adminapi/saleflowApproach/list,saleflowApproach,unknown,list
/adminapi/saleflowApproach/update/sla,saleflowApproach,unknown,updateSLA
/adminapi/saleflowEform/get/criteria,saleflowEform,unknown,saleflowEformDetail
/adminapi/saleflowExchange/get,saleflowExchange,unknown,updateInvoiceExchange
/adminapi/saleflowExchange/list,saleflowExchange,unknown,invoiceExchange
/adminapi/saleflowInvoice/delete,saleflowInvoice,unknown,delete
/adminapi/saleflowInvoice/get,saleflowInvoice,unknown,detail
/adminapi/saleflowInvoice/update/approach,saleflowInvoice,unknown,updateApproach
/adminapi/saleflowInvoice/update/cancel,saleflowInvoice,unknown,updateApproachCancel
/adminapi/saleflowInvoice/update/success,saleflowInvoice,unknown,updateApproachSuccess
/adminapi/saleflowSale/get/byApproachId,saleflowSale,unknown,detailSaleflowSale
/adminapi/saleflowSale/update,saleflowSale,unknown,updateSaleflowSale
/adminapi/schedule/list/by_customer,schedule,ScheduleCommonService.ts,listRelatedToCustomer
/adminapi/scheduleConsultant/get,scheduleConsultant,ScheduleConsultantService.ts,detail
/adminapi/scheduleTreatment/get,scheduleTreatment,ScheduleTreatmentService.ts,detail
/adminapi/service/list/shared,service,ServiceService.ts,listShared
/adminapi/service/update/content,service,ServiceService.ts,updateContent
/adminapi/serviceAttribute/checkDuplicated,serviceAttribute,unknown,checkDuplicated
/adminapi/serviceAttribute/delete,serviceAttribute,unknown,delete
/adminapi/serviceAttribute/list,serviceAttribute,unknown,list
/adminapi/serviceAttribute/listAll,serviceAttribute,unknown,listAll
/adminapi/serviceAttribute/update,serviceAttribute,unknown,update
/adminapi/serviceExtraInfo/list,serviceExtraInfo,unknown,list
/adminapi/setting/delete,setting,SettingService.ts,delete
/adminapi/setting/list,setting,SettingService.ts,list
/adminapi/setting/update,setting,SettingService.ts,update
/adminapi/sheet/delete,sheet,SheetQuoteFormService.ts,delete
/adminapi/sheet/get,sheet,SheetQuoteFormService.ts,detail
/adminapi/sheet/list,sheet,SheetQuoteFormService.ts,list
/adminapi/sheet/update,sheet,SheetQuoteFormService.ts,update
/adminapi/sheetField/delete,sheetField,SheetFieldQuoteFormService.ts,delete
/adminapi/sheetField/get,sheetField,SheetFieldQuoteFormService.ts,detail
/adminapi/sheetField/list,sheetField,SheetFieldQuoteFormService.ts,list
/adminapi/sheetField/update,sheetField,SheetFieldQuoteFormService.ts,update
/adminapi/sheetField/update/position,sheetField,SheetFieldQuoteFormService.ts,updatePosition
/adminapi/smsRequest/approve,smsRequest,SendSMSService.ts,approveSMS
/adminapi/smsRequest/cancel,smsRequest,SendSMSService.ts,cancelSMS
/adminapi/smsRequest/delete,smsRequest,SendSMSService.ts,deleteSMS
/adminapi/smsRequest/get,smsRequest,SendSMSService.ts,detailSMS
/adminapi/smsRequest/list,smsRequest,SendSMSService.ts,listSMS
/adminapi/smsRequest/update,smsRequest,SendSMSService.ts,updateSMS
/adminapi/support/update/status,support,SupportCommonService.ts,updateStatusSupport
/adminapi/supportConfig/delete,supportConfig,SupportCommonService.ts,supportConfigDelete
/adminapi/supportConfig/get,supportConfig,SupportCommonService.ts,supportConfigDetail
/adminapi/supportConfig/list,supportConfig,SupportCommonService.ts,supportConfigLst
/adminapi/supportConfig/update,supportConfig,SupportCommonService.ts,supportConfigUpdate
/adminapi/supportLink/delete,supportLink,SupportCommonService.ts,supportLinkDelete
/adminapi/supportLink/list,supportLink,SupportCommonService.ts,supportLinkLst
/adminapi/supportLink/update,supportLink,SupportCommonService.ts,supportLinkUpdate
/adminapi/supportLog/delete,supportLog,SupportCommonService.ts,supportLogDelete
/adminapi/supportObject/checkApproved,supportObject,SupportCommonService.ts,checkApproved
/adminapi/supportObject/delete,supportObject,SupportCommonService.ts,supportObjectDelete
/adminapi/supportObject/get/object,supportObject,SupportCommonService.ts,takeObject
/adminapi/supportObject/update,supportObject,SupportCommonService.ts,supportObjectUpdate
/adminapi/survey,survey,SurveyFormService.ts,statistic
/adminapi/surveyForm/delete,surveyForm,SurveyFormService.ts,delete
/adminapi/surveyForm/get,surveyForm,SurveyFormService.ts,detail
/adminapi/surveyForm/list,surveyForm,SurveyFormService.ts,lst
/adminapi/surveyForm/update,surveyForm,SurveyFormService.ts,update
/adminapi/templateCategory/delete,templateCategory,TemplateCategoryService.ts,delete
/adminapi/templateCategory/get,templateCategory,TemplateCategoryService.ts,detail
/adminapi/templateCategory/list,templateCategory,TemplateCategoryService.ts,list
/adminapi/templateCategory/update,templateCategory,TemplateCategoryService.ts,update
/adminapi/templateEmail/get,templateEmail,TemplateEmailService.ts,detail
/adminapi/templateSms/get,templateSms,TemplateSMSService.ts,detail
/adminapi/templateZalo/get,templateZalo,TemplateZaloService.ts,detail
/adminapi/ticket/viewer,ticket,unknown,viewer
/adminapi/ticketCategory/get,ticketCategory,TicketCategoryService.ts,detail
/adminapi/ticketStep/get,ticketStep,TicketStepService.ts,detail
/adminapi/timekeeping/delete,timekeeping,unknown,delete
/adminapi/timekeeping/list,timekeeping,unknown,list
/adminapi/timekeeping/update,timekeeping,unknown,update
/adminapi/tipUser/delete,tipUser,TipUserService.ts,delete
/adminapi/tipUserConfig/delete,tipUserConfig,TipUserConfigService.ts,delete
/adminapi/tipUserConfig/list,tipUserConfig,TipUserConfigService.ts,list
/adminapi/tipUserConfig/update,tipUserConfig,TipUserConfigService.ts,update
/adminapi/treatmentHistory/get,treatmentHistory,TreatmentHistoryService.ts,detail
/adminapi/treatmentHistory/list_all,treatmentHistory,TreatmentHistoryService.ts,list
/adminapi/treatmentHistory/list_by_customer,treatmentHistory,TreatmentHistoryService.ts,listByCustomer
/adminapi/treatmentRoom/check,treatmentRoom,TreatmentRoomService.ts,checkTreatmentRoom
/adminapi/treatmentRoom/get,treatmentRoom,TreatmentRoomService.ts,detail
/adminapi/treatmentTime/get_byscheduler,treatmentTime,TreamentService.ts,filterByScheduler
/adminapi/treatmentTime/list_schedule_next,treatmentTime,TreamentService.ts,filterSchedule
/adminapi/treatmentTime/update_caring_employee,treatmentTime,TreamentService.ts,updateCaringEmployee
/adminapi/treatmentTime/update_next,treatmentTime,TreamentService.ts,updateNext
/adminapi/warranty/get/overview,warranty,unknown,overview
/adminapi/warranty/send/jssdk,warranty,WarrantyService.ts,collect
/adminapi/warranty/viewer,warranty,unknown,viewer
/adminapi/warrantyCategory/get,warrantyCategory,WarrantyCategoryService.ts,detail
/adminapi/warrantyProcess/update,warrantyProcess,WarrantyService.ts,warrantyProcess
/adminapi/warrantyStep/get,warrantyStep,WarrantyStepService.ts,detail
/adminapi/webhook/get,webhook,WebhookService.ts,detail
/adminapi/workOrder/report,workOrder,unknown,workReport
/adminapi/workflowStatus/list,workflowStatus,BusinessProcessService.ts,listWorkflowCloud
/adminapi/zaloChat/delete,zaloChat,ZaloOAService.ts,deleteZaloChat
/adminapi/zaloChat/send/answer,zaloChat,ZaloOAService.ts,answerSendZaloChat
/adminapi/zaloChat/send/file,zaloChat,ZaloOAService.ts,fileSendZaloChat
/adminapi/zaloChat/send/link_image,zaloChat,ZaloOAService.ts,linkImageSendZaloChat
/adminapi/zaloOa/connect,zaloOa,ZaloOAService.ts,connect
/adminapi/zaloOa/remove,zaloOa,ZaloOAService.ts,delete
/adminapi/znsTemplate/get,znsTemplate,ZnsTemplateService.ts,detail
/adminapi/znsTemplate/list/sync,znsTemplate,ZnsTemplateService.ts,updateSync
/adminapi/znsTemplate/refresh,znsTemplate,ZnsTemplateService.ts,templateDetail
/api/area/child,area,AreaService.ts,area
/api/beautySalon/approve,beautySalon,BeautySalonService.ts,approve
/api/beautySalon/delete,beautySalon,BeautySalonService.ts,delete
/api/beautySalon/get,beautySalon,unknown,detail
/api/beautySalon/list,beautySalon,BeautySalonService.ts,list
/api/cardService/list,cardService,CardServiceIdApiService.ts,list
/api/field/delete,field,unknown,delete
/api/field/get,field,unknown,detail
/api/field/list,field,unknown,list
/api/field/update,field,unknown,update
/api/objectSource/list,objectSource,unknown,list
/api/orgApp/add,orgApp,PackageService.ts,addOrgApp
/api/orgApp/calc/priceRemaining,orgApp,PackageService.ts,calcPrice
/api/orgApp/extend,orgApp,PackageService.ts,extend
/api/orgApp/list,orgApp,unknown,lst
/api/orgApp/list/all,orgApp,unknown,lstAll
/api/orgApp/payment/verify,orgApp,unknown,confirmBill
/api/orgApp/update/bill,orgApp,PackageService.ts,updateBill
/api/orgApp/upgrade,orgApp,PackageService.ts,upgrade
/api/organization/update,organization,unknown,update
/api/package/delete,package,PackageService.ts,delete
/api/package/get,package,PackageService.ts,detail
/api/package/list,package,PackageService.ts,list
/api/package/update,package,PackageService.ts,update
/api/package/update/status,package,PackageService.ts,updateStatus
/api/product/list,product,ProductIdApiService.ts,list
/api/service/list,service,ServiceIdApiService.ts,list
/api/support/list,support,unknown,list
/application/businessCategory/delete,businessCategory,BusinessCategoryService.ts,delete
/application/businessCategory/get,businessCategory,BusinessCategoryService.ts,detail
/application/businessCategory/list,businessCategory,BusinessCategoryService.ts,list
/application/businessCategory/update,businessCategory,BusinessCategoryService.ts,update
/application/businessCategory/update/active,businessCategory,BusinessCategoryService.ts,updateActive
/application/clarificationRequest/assign,clarificationRequest,ManagementAskedService.ts,assignRequest
/application/clarificationRequest/delete,clarificationRequest,ManagementAskedService.ts,delete
/application/clarificationRequest/get,clarificationRequest,ManagementAskedService.ts,detail
/application/clarificationRequest/list,clarificationRequest,ManagementAskedService.ts,list
/application/clarificationRequest/update,clarificationRequest,ManagementAskedService.ts,update
/application/clarificationResponse/get,clarificationResponse,ManagementAskedService.ts,getDetailReply
/application/clarificationResponse/insert,clarificationResponse,ManagementAskedService.ts,insertRepsonse
/application/clarificationResponse/list,clarificationResponse,ManagementAskedService.ts,getRepsonseList
/application/clarificationResponse/update,clarificationResponse,ManagementAskedService.ts,replyAsked
/application/contactOrg/delete,contactOrg,SupplierService.ts,deleteContact
/application/contactOrg/get,contactOrg,SupplierService.ts,detailContact
/application/contactOrg/list,contactOrg,SupplierService.ts,listContact
/application/documentEvaluation/getFinances,documentEvaluation,TenderPackageService.ts,getResultFinanceEvaluation
/application/documentEvaluation/getResult,documentEvaluation,TenderPackageService.ts,getResultDocumentEvaluation
/application/documentEvaluation/sendEvaluation,documentEvaluation,TenderPackageService.ts,sendEvaluation
/application/documentEvaluation/updateBatch,documentEvaluation,TenderPackageService.ts,updateBatch
/application/extensionHistory/insert,extensionHistory,TenderPackageService.ts,extensionHistory
/application/extensionHistory/list,extensionHistory,TenderPackageService.ts,listExtensionHistory
/application/extensionRequest/get,extensionRequest,TenderPackageService.ts,detailExtensionRequest
/application/field/delete,field,FieldListService.ts,delete
/application/field/get,field,FieldListService.ts,detail
/application/field/list,field,FieldListService.ts,list
/application/field/update,field,FieldListService.ts,update
/application/field/update/status,field,FieldListService.ts,updateStatus
/application/generalClarification/list,generalClarification,TenderPackageService.ts,listGeneralClarification
/application/generalClarification/update,generalClarification,TenderPackageService.ts,updateGeneralClarification
/application/investor/delete,investor,InvestorService.ts,delete
/application/investor/get,investor,InvestorService.ts,detail
/application/investor/list,investor,InvestorService.ts,list
/application/investor/update,investor,InvestorService.ts,update
/application/investor/update/status,investor,InvestorService.ts,updateStatus
/application/material/delete,material,MaterialService.ts,delete
/application/material/get,material,MaterialService.ts,detail
/application/material/list,material,MaterialService.ts,list
/application/material/update,material,MaterialService.ts,update
/application/material/update/status,material,MaterialService.ts,updateStatus
/application/material/upload,material,MaterialService.ts,upload
/application/negotiationBidderDetail,negotiationBidderDetail,WorkOrderService.ts,saveNegotiationWork
/application/negotiationBidderDetail/complete,negotiationBidderDetail,WorkOrderService.ts,completeNegotiationWork
/application/organization/delete,organization,SupplierService.ts,delete
/application/organization/get,organization,SupplierService.ts,detail
/application/organization/list,organization,SupplierService.ts,list
/application/organization/update,organization,SupplierService.ts,update
/application/organization/update/active,organization,SupplierService.ts,updateActive
/application/procurementType/delete,procurementType,ProcurementService.ts,delete
/application/procurementType/get,procurementType,ProcurementService.ts,detail
/application/procurementType/list,procurementType,ProcurementService.ts,list
/application/procurementType/update,procurementType,ProcurementService.ts,update
/application/procurementType/update/status,procurementType,unknown,updateStatus
/application/projectCatalog/delete,projectCatalog,ProjectCatalogService.ts,delete
/application/projectCatalog/get,projectCatalog,ProjectCatalogService.ts,detail
/application/projectCatalog/list,projectCatalog,ProjectCatalogService.ts,list
/application/projectCatalog/update,projectCatalog,ProjectCatalogService.ts,update
/application/projectCatalog/update/status,projectCatalog,ProjectCatalogService.ts,updateStatus
/application/submittedDocument/list,submittedDocument,TenderPackageService.ts,listSubmittedDocument
/application/submittedDocument/submit_review/update,submittedDocument,TenderPackageService.ts,submitReview
/application/tenderInvitation/cancel,tenderInvitation,TenderPackageService.ts,cancelBidding
/application/tenderInvitation/get,tenderInvitation,TenderPackageService.ts,detailBiddingInvitation
/application/tenderInvitation/list,tenderInvitation,TenderPackageService.ts,listBiddingInvitation
/application/tenderInvitation/list_contractor,tenderInvitation,TenderPackageService.ts,listContractor
/application/tenderInvitation/update,tenderInvitation,TenderPackageService.ts,updateBidding
/application/tenderInvitation/update/bidding_status,tenderInvitation,TenderPackageService.ts,updateBiddingStatus
/application/tenderOpening/update,tenderOpening,TenderPackageService.ts,openBidding
/application/tenderPackage/delete,tenderPackage,TenderPackageService.ts,delete
/application/tenderPackage/get,tenderPackage,TenderPackageService.ts,detail
/application/tenderPackage/list,tenderPackage,TenderPackageService.ts,list
/application/tenderPackage/update,tenderPackage,TenderPackageService.ts,update
/application/workAssignment,workAssignment,WorkOrderService.ts,assignNegotiationWork
/application/workCategory/delete,workCategory,WorkCategoryService.ts,delete
/application/workCategory/get,workCategory,WorkCategoryService.ts,detail
/application/workCategory/list,workCategory,WorkCategoryService.ts,list
/application/workCategory/update,workCategory,WorkCategoryService.ts,update
/application/workCategory/update/active,workCategory,WorkCategoryService.ts,updateStatus
/bpmapi/approvalObject/reset,approvalObject,ProcessedObjectService.ts,resetSignal
/bpmapi/artifactComment/list,artifactComment,GridService.ts,listComment
/bpmapi/artifactComment/update,artifactComment,GridService.ts,updateComment
/bpmapi/artifactGird/add,artifactGird,BusinessProcessService.ts,addArtifactGrid
/bpmapi/artifactGird/get,artifactGird,BusinessProcessService.ts,getArtifactGrid
/bpmapi/artifactGrid/delete,artifactGrid,GridService.ts,deleteRow
/bpmapi/artifactGrid/get,artifactGrid,GridService.ts,detailRow
/bpmapi/artifactGrid/update,artifactGrid,GridService.ts,updateRow
/bpmapi/artifactGridHeader/delete,artifactGridHeader,GridService.ts,delete
/bpmapi/artifactGridHeader/get,artifactGridHeader,GridService.ts,detail
/bpmapi/artifactGridHeader/update,artifactGridHeader,GridService.ts,update
/bpmapi/artifactMetadata/delete,artifactMetadata,BusinessProcessService.ts,deleteArtifactMetadata
/bpmapi/artifactMetadata/get,artifactMetadata,BusinessProcessService.ts,getArtifactMetadata
/bpmapi/artifactMetadata/list,artifactMetadata,BusinessProcessService.ts,listArtifactMetadata
/bpmapi/artifactMetadata/update,artifactMetadata,BusinessProcessService.ts,updateArtifactMetadata
/bpmapi/bpm/deleteReason,bpm,ReasonListBpmService.ts,delete
/bpmapi/bpm/exec/list/node,bpm,ProcessedObjectService.ts,bpmExecListNode
/bpmapi/bpm/getReason,bpm,ReasonListBpmService.ts,detail
/bpmapi/bpm/listReason,bpm,ReasonListBpmService.ts,list
/bpmapi/bpm/process,bpm,ProcessedObjectService.ts,bpmProcess
/bpmapi/bpm/start,bpm,ProcessedObjectService.ts,bpmStart
/bpmapi/bpm/updateReason,bpm,ReasonListBpmService.ts,update
/bpmapi/bpm/updateReason/active,bpm,ReasonListBpmService.ts,updateActive
/bpmapi/bpmArtifactData/getByBfatId,bpmArtifactData,ProcessedObjectService.ts,bpmArtifactData
/bpmapi/bpmAssignmentRule/get,bpmAssignmentRule,BusinessProcessService.ts,detailBusinessRuleTaskComplex
/bpmapi/bpmAssignmentRule/update,bpmAssignmentRule,BusinessProcessService.ts,updateBusinessRuleTaskComplex
/bpmapi/bpmConfigLinkNode/delete,bpmConfigLinkNode,BusinessProcessService.ts,bpmDeleteLinkNode
/bpmapi/bpmConfigLinkNode/get,bpmConfigLinkNode,BusinessProcessService.ts,bpmGetLinkNode
/bpmapi/bpmConfigLinkNode/list,bpmConfigLinkNode,BusinessProcessService.ts,listLinkTo
/bpmapi/bpmConfigLinkNode/list/children,bpmConfigLinkNode,BusinessProcessService.ts,debugListLinkNodeProcess
/bpmapi/bpmConfigLinkNode/list/from,bpmConfigLinkNode,BusinessProcessService.ts,listLinkForm
/bpmapi/bpmConfigLinkNode/update,bpmConfigLinkNode,BusinessProcessService.ts,bpmAddLinkNode
/bpmapi/bpmConfigLinkNode/update/config,bpmConfigLinkNode,BusinessProcessService.ts,bpmAddLinkNodeConfig
/bpmapi/bpmConfigLinkNode/update/name,bpmConfigLinkNode,BusinessProcessService.ts,bpmAddNameLinkNode
/bpmapi/bpmConfigNode/delete,bpmConfigNode,BusinessProcessService.ts,bpmDeleteNode
/bpmapi/bpmConfigNode/get,bpmConfigNode,BusinessProcessService.ts,bpmDetailNode
/bpmapi/bpmConfigNode/list,bpmConfigNode,BusinessProcessService.ts,bpmListNode
/bpmapi/bpmConfigNode/list/children,bpmConfigNode,BusinessProcessService.ts,debugListNodeProcess
/bpmapi/bpmConfigNode/list/compensation,bpmConfigNode,BusinessProcessService.ts,getCompensationRef
/bpmapi/bpmConfigNode/list/history,bpmConfigNode,BusinessProcessService.ts,listNodeHistory
/bpmapi/bpmConfigNode/update,bpmConfigNode,BusinessProcessService.ts,bpmAddNode
/bpmapi/bpmConfigNode/update/name,bpmConfigNode,BusinessProcessService.ts,bpmAddNameNode
/bpmapi/bpmEngine/form,bpmEngine,BusinessProcessService.ts,getDataForm
/bpmapi/bpmForm/activate,bpmForm,BusinessProcessService.ts,updateHandleTask
/bpmapi/bpmForm/draft,bpmForm,BusinessProcessService.ts,updateHandleTaskDraft
/bpmapi/bpmForm/get,bpmForm,BusinessProcessService.ts,detailUserTask
/bpmapi/bpmForm/get/timer,bpmForm,BusinessProcessService.ts,getTimer
/bpmapi/bpmForm/init,bpmForm,BusinessProcessService.ts,updateHandleTaskInit
/bpmapi/bpmForm/list/global,bpmForm,BusinessProcessService.ts,listBpmFormGlobal
/bpmapi/bpmForm/list/mapping,bpmForm,BusinessProcessService.ts,listBpmFormMapping
/bpmapi/bpmForm/update/timer,bpmForm,BusinessProcessService.ts,updateTimer
/bpmapi/bpmForm/update/type,bpmForm,BusinessProcessService.ts,updateType
/bpmapi/bpmFormData/getByNodeId,bpmFormData,BusinessProcessService.ts,getBpmFormDataByNodeId
/bpmapi/bpmFormData/list,bpmFormData,BusinessProcessService.ts,listBpmFormData
/bpmapi/bpmFormPopup/delete,bpmFormPopup,FormCategoryService.ts,delete
/bpmapi/bpmFormPopup/get,bpmFormPopup,FormCategoryService.ts,detail
/bpmapi/bpmFormPopup/list,bpmFormPopup,FormCategoryService.ts,list
/bpmapi/bpmFormPopup/update,bpmFormPopup,FormCategoryService.ts,update
/bpmapi/bpmObject/getByProcessId,bpmObject,BusinessProcessService.ts,detailBpmObject
/bpmapi/bpmObject/update,bpmObject,BusinessProcessService.ts,updateBpmObject
/bpmapi/bpmParticipantProcesslog/list,bpmParticipantProcesslog,ProcessedObjectService.ts,bpmParticipantProcesslog
/bpmapi/bpmSegmentFilter/mapping/delete,bpmSegmentFilter,SegmentFilterService.ts,deleteMapping
/bpmapi/bpmSegmentFilter/mapping/list,bpmSegmentFilter,SegmentFilterService.ts,listMapping
/bpmapi/bpmSegmentFilter/mapping/update,bpmSegmentFilter,SegmentFilterService.ts,updateMapping
/bpmapi/bpmSegmentFilter/update,bpmSegmentFilter,SegmentFilterService.ts,update
/bpmapi/bpmTrigger/activate,bpmTrigger,BusinessProcessService.ts,activeBpmTrigger
/bpmapi/bpmTrigger/list,bpmTrigger,BusinessProcessService.ts,listBpmTrigger
/bpmapi/businessProcess/clone,businessProcess,BusinessProcessService.ts,clone
/bpmapi/businessProcess/configNode/update,businessProcess,BusinessProcessService.ts,addNode
/bpmapi/businessProcess/delete,businessProcess,BusinessProcessService.ts,delete
/bpmapi/businessProcess/detail,businessProcess,BusinessProcessService.ts,detail
/bpmapi/businessProcess/exportExcel,businessProcess,BusinessProcessService.ts,exportDataProcess
/bpmapi/businessProcess/exportExcel/status,businessProcess,BusinessProcessService.ts,getUrlExportDataProcess
/bpmapi/businessProcess/get,businessProcess,unknown,get
/bpmapi/businessProcess/importExcel,businessProcess,BusinessProcessService.ts,importDataProcess
/bpmapi/businessProcess/list,businessProcess,BusinessProcessService.ts,list
/bpmapi/businessProcess/node/delete,businessProcess,BusinessProcessService.ts,deleteNode
/bpmapi/businessProcess/update,businessProcess,BusinessProcessService.ts,update
/bpmapi/businessProcess/update/config,businessProcess,BusinessProcessService.ts,saveDiagram
/bpmapi/businessProcess/update/sla,businessProcess,BusinessProcessService.ts,updateSLA
/bpmapi/businessProcess/updateConfig,businessProcess,BusinessProcessService.ts,updateLinkNode
/bpmapi/businessRuleItem/detail,businessRuleItem,BusinessRuleItemService.ts,detail
/bpmapi/businessRuleTask/checkType,businessRuleTask,BusinessProcessService.ts,checkType
/bpmapi/businessRuleTask/clone,businessRuleTask,BusinessProcessService.ts,cloneBusinessRuleTask
/bpmapi/businessRuleTask/get,businessRuleTask,BusinessProcessService.ts,detailBusinessRuleTask
/bpmapi/businessRuleTask/update,businessRuleTask,BusinessProcessService.ts,updateBusinessRuleTask
/bpmapi/callActivity/clone,callActivity,BusinessProcessService.ts,cloneCallActivityTask
/bpmapi/callActivity/get,callActivity,BusinessProcessService.ts,detailCallActivityTask
/bpmapi/callActivity/update,callActivity,BusinessProcessService.ts,updateCallActivityTask
/bpmapi/common/get,common,ArtifactService.ts,detail
/bpmapi/compensationEndEvent/clone,compensationEndEvent,BusinessProcessService.ts,cloneCompensationEndEvent
/bpmapi/compensationEndEvent/get,compensationEndEvent,BusinessProcessService.ts,detailCompensationEndEvent
/bpmapi/compensationEndEvent/update,compensationEndEvent,BusinessProcessService.ts,updateCompensationEndEvent
/bpmapi/compensationIntermediateThrowEvent/clone,compensationIntermediateThrowEvent,BusinessProcessService.ts,cloneCompensationIntermediateThrowEvent
/bpmapi/compensationIntermediateThrowEvent/get,compensationIntermediateThrowEvent,BusinessProcessService.ts,detailCompensationIntermediateThrowEvent
/bpmapi/compensationIntermediateThrowEvent/update,compensationIntermediateThrowEvent,BusinessProcessService.ts,updateCompensationIntermediateThrowEvent
/bpmapi/complexGateway/clone,complexGateway,BusinessProcessService.ts,cloneComplexGateway
/bpmapi/complexGateway/get,complexGateway,BusinessProcessService.ts,detailComplexGateway
/bpmapi/complexGateway/update,complexGateway,BusinessProcessService.ts,updateComplexGateway
/bpmapi/conditionalCatchEventTask/get,conditionalCatchEventTask,BusinessProcessService.ts,detailConditionalCatchEventTask
/bpmapi/conditionalCatchEventTask/update,conditionalCatchEventTask,BusinessProcessService.ts,updateConditionalCatchEventTask
